id,label,mint_count_per_week,burn_count_per_week,mint_ratio,burn_ratio,swap_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swap_in_per_week,swap_out_per_week,swap_rate,lp_avg,lp_std,lp_creator_holding_ratio,lp_lock_ratio,token_burn_ratio,token_creator_holding_ratio,number_of_token_creation_of_creator
0x3cd1c0b98be4451ca51265bbaeb76cf7b31e1c02,False,10.849206235147925,4.072338157032601,0.2077380952380952,0.0779761904761904,0.7142857142857143,0.0083320821953874,0.0072340599491513,0.0560503593212321,17.831245548655726,19.472615431795585,0.915416533673795,1.0,12.725073673657068,0,0,0,0,1
0x0c52de7bb69edd144d58d772fab1cd196919f5ef,False,6.409847372676477,2.9268293124169973,0.16960193003618818,0.07744270205066345,0.7529553679131483,0.019536310079692344,0.025710701561964852,0.03848748450380979,8.73489869562456,19.721905927594907,0.44269870609981515,1.0,6.611731996988385,0,0,0,0,1
