id,label,mint_count_per_week,burn_count_per_week,mint_ratio,burn_ratio,swap_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swap_in_per_week,swap_out_per_week,swap_rate,lp_avg,lp_std,lp_creator_holding_ratio,lp_lock_ratio,token_burn_ratio,token_creator_holding_ratio,number_of_token_creation_of_creator
0x3cd1c0b98be4451ca51265bbaeb76cf7b31e1c02,False,10.849206235147923,4.072338157032601,0.20773809523809525,0.07797619047619048,0.7142857142857143,0.008332082195387426,0.007234059949151354,0.05605035932123217,17.831245548655726,19.472615431795585,0.915416533673795,1.0,12.725073673657068,0,0,0,0,1
