id,label,mint_count_per_week,burn_count_per_week,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swap_in_per_week,swap_out_per_week,swap_rate,lp_avg,lp_std,lp_creator_holding_ratio,lp_lock_ratio,token_burn_ratio,token_creator_holding_ratio,number_of_token_creation_of_creator
0x436358da994ef9b908ff86665838a852df36a8cc,True,1.5087812666311868,1.5087812666311868,0.0031746031746031746,0.9936507936507937,0.0031746031746031746,0.006002408993576017,0.02795603586723769,0.4357886108137045,259.5103778605641,212.73815859499734,1.2169811320754718,100.0,0.0,0.994017946,0.005982054,0.0827316,0.392820575,1
0xf48099b9c6e479d71e15828bc423dcedfe1cf69d,True,0.6690916814911186,1.3381833629822373,0.0026954177897574125,0.9919137466307277,0.005390835579514825,0.0,0.017993260049747252,0.9998328385353981,114.41467753498128,131.81106125375038,0.8636363636363636,100.0,0.0,0.994017946,0.005982054,0.0,0.0,1
0x6defbb2f79d390fac7a266bb541ba3aa39121342,True,0.9995075177905066,0.9995075177905066,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,0.6308724832214765,1.0,6.996552624533546,2.99852255337152,1.75,100.0,0.0,0.994318182,0.005681818,0.0,0.0,1
0x608e8cad3b71770ed3be7661c3531bc3eaaa5dbd,True,1.0614138847256787,0.5307069423628393,0.003395585738539898,0.9949066213921901,0.001697792869269949,0.008300112936882494,0.07722152831275289,0.890613897967884,121.00118285872736,189.99308536589646,0.6350974930362117,100.0,0.0,0.994413127,0.005586873,0.057545703,0.619208093,1
0x2a8b70f59524f6db8686ff64643ee0df50c3abf4,True,0.9312380477259499,0.9312380477259499,0.012987012987012988,0.974025974025974,0.012987012987012988,0.0,0.055040530252138474,1.0,37.249521909037995,32.59333167040825,1.1111111111111112,100.0,0.0,0.994644832,0.005355168,0.259496066,0.0,1
0x205e4de141df451f5a29e87eb464c843c90d8776,True,0.7557789346616115,0.0,0.01694915254237288,0.9830508474576272,0.0,0.0,0.10997574628774932,0.0,23.429146974509955,20.40603123586351,1.1071428571428572,100.0,0.0,0.994761784,0.005238216,0.3,0.5,1
0x534c3fd52a5fd69e340090eba75540b49f230d0d,True,0.5546568061012249,0.0,0.0043859649122807015,0.9956140350877193,0.0,0.0,0.01951384255483892,0.0,49.919112549110245,75.98798243586782,0.6521739130434783,100.0,0.0,0.994994118,0.005005882,0.10484108,0.0,1
0xce3cc29f1c7c33d98b9178bc78c2627b62042b2d,True,0.7018341916722175,0.7018341916722175,0.045454545454545456,0.9090909090909091,0.045454545454545456,0.0,0.08845186851507345,1.0,7.018341916722175,7.018341916722175,0.9090909090909091,100.0,0.0,0.994999962,0.005000038,0.0,0.23446665,4
0x8c6245dee3ab267bfbc5e7dae7431469d9285f3d,True,2.051217118799658,1.367478079199772,0.0029850746268656717,0.9950248756218906,0.001990049751243781,0.27929779658835807,0.036743783691036216,0.513143972432332,426.6531607103289,257.08587888955714,1.6551724137931034,100.0,0.0,0.994999992,0.005000008,0.0,0.045873264,1
0xd031c219590f84311a6305364a2f994edc5c68d9,True,0.52101774199801,0.0,0.0049261083743842365,0.9950738916256158,0.0,0.0,0.04029460166725119,0.0,60.43805807176916,44.80752581182886,1.3333333333333333,100.0,0.0,0.994999995,0.005000005,0.102326221,0.006673779,2
0x760f0a272da011621c79f9148a92f88af21adb83,True,0.8499527101377379,0.8499527101377379,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.0,0.009721923030093005,1.0,5.099716260826428,5.949668970964165,0.75,100.0,0.0,0.995,0.005,0.325969917,0.0,2
0x0c3aad5e4d18d829d75694434e1f1db65a6a8256,True,0.8174839929659612,0.8174839929659612,0.030303030303030304,0.9393939393939394,0.030303030303030304,0.0,0.0976368389480934,1.0,13.079743887455379,12.262259894489418,1.0,100.0,0.0,0.995,0.005,0.385684723,0.0,2
0x0ef596f180d6600b4eeee894b8deed054722395f,True,0.9037994545522471,0.0,0.01282051282051282,0.9871794871794872,0.0,0.0,0.06316116504854369,0.0,28.01778309111966,41.57477490940337,0.6595744680851063,100.0,0.0,0.995,0.005,1.017956721,0.0,1
0xd077fc5344e78dafd5f07e0251521e584e3d7e0f,True,0.629642546679229,0.629642546679229,0.007692307692307693,0.9846153846153847,0.007692307692307693,0.0,0.033748893167859,1.0,34.000697520678365,46.593548454262944,0.72,100.0,0.0,0.995,0.005,0.0,0.0,1
0x715446ae3f244a4cd7cea2b5680828bababacd7f,True,0.5110352519687701,0.0,0.006134969325153374,0.9938650306748467,0.0,0.0,0.0382318379760835,0.0,41.393855409470376,41.393855409470376,0.9878048780487805,100.0,0.0,0.995,0.005,0.010420239,0.100318471,1
0x735dba04864f704e7b0a7ef3a542ad0e271fbf65,True,19.00772695249378,0.0,0.08674698795180723,0.9132530120481928,0.0,0.0024414107655117436,0.05451929176893157,0.0,88.7027257783043,111.40639963822743,0.7924528301886793,100.0,0.0,0.995,0.005,7.8e-06,0.033121272,1
0x3f8f7863ddb578c943ee99eaa8c152c4785e7f1f,True,0.6097345819718986,0.6097345819718986,0.013333333333333334,0.9733333333333334,0.013333333333333334,0.0,0.02486134324618258,0.25936239850997267,24.999117860847843,19.511506623100754,1.2424242424242424,100.0,0.0,0.995,0.005,0.232327108,0.0,2
0xdb84cae518954ee5a87ca216a361b5ff1feb4f38,True,0.6289262394724008,0.6289262394724008,0.010638297872340425,0.9787234042553191,0.010638297872340425,0.0,0.01572137574648511,1.0,10.691746071030813,47.169467960430055,0.2236842105263158,100.0,0.0,0.995,0.005,0.0,0.315486479,1
0x73099f3241fb26169b7c975786f0e26c9d90dd7f,True,0.5307143935219147,0.0,0.003663003663003663,0.9963369963369964,0.0,0.0,0.030578014794426286,0.0,79.60715902828721,64.7471560096736,1.2195121951219512,100.0,0.0,0.995,0.005,0.330811872,0.0,1
0x3ea1abb23118d3eb17398b292483529bcab00aee,True,0.5864420190360942,0.5864420190360942,0.125,0.75,0.125,0.0,0.2057636036238816,1.0,3.518652114216565,0.0,6.0,100.0,0.0,0.995,0.005,0.663378302,0.0,1
0xfaac5d00ec2b88b99a75fa9cd04869edc05a8bc3,True,0.5223524168731577,0.0,0.010638297872340425,0.9893617021276596,0.0,0.0,0.18607548473073326,0.0,19.84939184117999,28.72938292802367,0.6785714285714286,100.0,0.0,0.995,0.005,0.0,0.004333483,3
0x3fd70ca4e1ad3941c38e6d097dca477a90081201,True,0.8360982083609821,0.8360982083609821,0.010869565217391304,0.9782608695652174,0.010869565217391304,0.0,0.025371120107962213,1.0,39.29661579296616,35.95222295952223,1.0681818181818181,100.0,0.0,0.995,0.005,0.197495059,0.0,1
0x4e7ca47550ba5e8038672135936e5a5aec84cdf5,True,0.5024094553991156,0.0,0.0048543689320388345,0.9951456310679612,0.0,0.0,0.0808064788088127,0.0,57.7770873708983,45.21685098592041,1.2637362637362637,100.0,0.0,0.995,0.005,0.0,0.0,1
